avg_6,avg_4,avg_bf,avg_sr,avg_mins,runs,mins,BF,4s,6s,SR,pos,dismissal,inns,opposition,ground,date,odi_id,player
0.24,0.92,23.48,0.703577513,33.295,21,22,20,3,0,105,7,caught,2,England,Lord's,10-Jul-21,ODI # 4300,Shadab Khan
0.230769231,1,23.34615385,0.714991763,32.86057692,0,2,1,0,0,0,8,caught,1,England,Birmingham,13-Jul-21,ODI # 4303,Shadab Khan
0.222222222,0.962962963,22.51851852,0.713815789,31.71759259,6,16,8,0,0,75,6,caught,2,West Indies,Multan,08-Jun-22,ODI # 4401,Shadab Khan
0.214285714,0.928571429,22,0.714285714,31.15625,22,31,23,1,1,95.65,7,caught,1,West Indies,Multan,10-Jun-22,ODI # 4405,Shadab Khan
0.24137931,0.931034483,22.03448276,0.723004695,31.15086207,86,107,78,4,3,110.25,7,bowled,1,West Indies,Multan,12-Jun-22,ODI # 4407,Shadab Khan
0.333333333,1.033333333,23.9,0.764295676,33.67916667,48,55,28,4,2,171.42,6,not out,1,Netherlands,Rotterdam,16-Aug-22,ODI # 4448,Shadab Khan
0.387096774,1.129032258,24.03225806,0.8,34.36693548,21,12,10,1,2,210,8,not out,1,New Zealand,Karachi,03-May-23,ODI # 4573,Shadab Khan
0.4375,1.125,23.59375,0.817218543,33.66796875,14,18,14,1,0,100,7,caught,2,New Zealand,Karachi,07-May-23,ODI # 4575,Shadab Khan
0.424242424,1.121212121,23.3030303,0.820546164,33.19318182,39,81,50,3,0,78,7,run out,1,Afghanistan,Hambantota,22-Aug-23,ODI # 4625,Shadab Khan
0.411764706,1.176470588,24.08823529,0.818070818,34.59926471,48,55,35,3,1,137.14,8,run out,2,Afghanistan,Hambantota,24-Aug-23,ODI # 4626,Shadab Khan
0.428571429,1.228571429,24.4,0.840749415,35.18214286,3,6,8,0,0,37.5,7,bowled,1,Afghanistan,Colombo (RPS),26-Aug-23,ODI # 4627,Shadab Khan
0.416666667,1.194444444,23.94444444,0.836426914,34.37152778,4,1,2,1,0,200,7,bowled,1,Nepal,Multan,30-Aug-23,ODI # 4628,Shadab Khan
0.405405405,1.189189189,23.35135135,0.83912037,33.46959459,6,11,10,0,0,60,7,caught,2,India,Colombo (RPS),10-Sep-23,ODI # 4639,Shadab Khan
0.394736842,1.157894737,23,0.836384439,32.87828947,3,3,3,0,0,100,8,caught,1,Sri Lanka,Colombo (RPS),14-Sep-23,ODI # 4644,Shadab Khan
0.384615385,1.128205128,22.48717949,0.836944128,32.11217949,32,42,34,2,1,94.11,8,bowled,1,Netherlands,Hyderabad,06-Oct-23,ODI # 4659,Shadab Khan
0.4,1.15,22.775,0.840834248,32.359375,2,11,5,0,0,40,7,bowled,1,India,Ahmedabad,14-Oct-23,ODI # 4669,Shadab Khan
0.390243902,1.12195122,22.34146341,0.838427948,31.83841463,40,75,38,1,1,105.26,6,caught,1,Afghanistan,Chennai,23-Oct-23,ODI # 4679,Shadab Khan
0.404761905,1.119047619,22.71428571,0.846960168,32.86607143,43,53,36,3,2,119.44,7,caught,1,South Africa,Chennai,27-Oct-23,ODI # 4683,Shadab Khan
0.441860465,1.162790698,23.02325581,0.85959596,33.33430233,4,4,7,1,0,57.14,8,bowled,2,England,Eden Gardens,11-Nov-23,ODI # 4701,Shadab Khan
0,0,0,0,0,1,27,5,0,0,20,10,not out,2,South Africa,Johannesburg,04-Apr-21,ODI # 4286,Haris Rauf
0,0,5,0.2,27,0,9,3,0,0,0,11,not out,1,England,Cardiff,08-Jul-21,ODI # 4299,Haris Rauf
0,0,4,0.125,18,1,6,4,0,0,25,11,caught,2,England,Lord's,10-Jul-21,ODI # 4300,Haris Rauf
0,0,4,0.166666667,14,0,2,0,0,0,-,11,not out,1,England,Birmingham,13-Jul-21,ODI # 4303,Haris Rauf
0,0,3,0.166666667,11,7,19,17,1,0,41.17,10,caught,2,Australia,Lahore,29-Mar-22,ODI # 4379,Haris Rauf
0,0.2,5.8,0.310344828,12.6,0,4,3,0,0,0,11,caught,2,New Zealand,Karachi,11-Jan-23,ODI # 4502,Haris Rauf
0,0.166666667,5.333333333,0.28125,11.16666667,1,6,1,0,0,100,10,not out,1,New Zealand,Karachi,13-Jan-23,ODI # 4504,Haris Rauf
0,0.142857143,4.714285714,0.303030303,10.42857143,1,18,9,0,0,11.11,11,run out,2,New Zealand,Karachi,07-May-23,ODI # 4575,Haris Rauf
0,0.125,5.25,0.261904762,11.375,1,4,2,0,0,50,11,lbw,1,Afghanistan,Hambantota,22-Aug-23,ODI # 4625,Haris Rauf
0,0.111111111,4.888888889,0.272727273,10.55555556,3,1,1,0,0,300,11,not out,2,Afghanistan,Hambantota,24-Aug-23,ODI # 4626,Haris Rauf
0,0.1,4.5,0.333333333,9.6,absent,-,-,-,-,-,-,-,2,India,Colombo (RPS),10-Sep-23,ODI # 4639,Haris Rauf
0,0.1,4.5,0.333333333,9.6,16,10,14,2,1,114.28,11,stumped,1,Netherlands,Hyderabad,06-Oct-23,ODI # 4659,Haris Rauf
0.083333333,0.258333333,5.291666667,0.525423729,9.633333333,2,9,6,0,0,33.33,11,lbw,1,India,Ahmedabad,14-Oct-23,ODI # 4669,Haris Rauf
0.076923077,0.238461538,5.346153846,0.507692308,9.584615385,0,3,1,0,0,0,11,not out,2,Australia,Bengaluru,20-Oct-23,ODI # 4675,Haris Rauf
0.071428571,0.221428571,5.035714286,0.5,9.114285714,0,5,1,0,0,0,11,not out,1,South Africa,Chennai,27-Oct-23,ODI # 4683,Haris Rauf
0.066666667,0.206666667,4.766666667,0.492537313,8.84,35,27,23,3,3,152.17,11,caught,2,England,Eden Gardens,11-Nov-23,ODI # 4701,Haris Rauf
0,0,0,0,0,0,13,5,0,0,0,8,caught,1,England,Lord's,27-Aug-16,ODI # 3771,Hasan Ali
0,0,5,0,13,4,9,13,0,0,30.76,8,bowled,2,England,Nottingham,30-Aug-16,ODI # 3773,Hasan Ali
0,0,9,0.222222222,11,9,37,19,0,0,47.36,9,caught,1,England,Leeds,01-Sep-16,ODI # 3775,Hasan Ali
0,0,12.33333333,0.351351351,19.66666667,2,3,3,0,0,66.66,11,not out,1,West Indies,Sharjah,30-Sep-16,ODI # 3784,Hasan Ali
0,0,10,0.375,15.5,1,4,1,0,0,100,11,not out,2,Australia,Brisbane,13-Jan-17,ODI # 3817,Hasan Ali
0,0,8.2,0.390243902,13.2,8,9,7,0,0,114.28,10,not out,2,Australia,Sydney,22-Jan-17,ODI # 3822,Hasan Ali
0,0,8,0.5,12.5,13,14,10,0,1,130,10,stumped,2,Australia,Adelaide,26-Jan-17,ODI # 3826,Hasan Ali
0.142857143,0,8.285714286,0.637931034,12.71428571,0,3,2,0,0,0,10,caught,2,India,Birmingham,04-Jun-17,ODI # 3878,Hasan Ali
0.125,0,7.5,0.616666667,11.5,11,-,5,2,0,220,8,not out,1,Sri Lanka,Dubai (DSC),13-Oct-17,ODI # 3922,Hasan Ali
0.111111111,0.222222222,7.222222222,0.738461538,11.5,7,-,2,0,1,350,9,run out,1,Sri Lanka,Abu Dhabi,16-Oct-17,ODI # 3924,Hasan Ali
0.2,0.2,6.7,0.820895522,11.5,51,36,31,4,4,164.51,9,caught,1,New Zealand,Nelson,09-Jan-18,ODI # 3947,Hasan Ali
0.545454545,0.545454545,8.909090909,1.081632653,13.72727273,1,4,3,0,0,33.33,9,caught,2,New Zealand,Dunedin,13-Jan-18,ODI # 3949,Hasan Ali
0.5,0.5,8.416666667,1.059405941,12.91666667,1,5,3,0,0,33.33,8,caught,1,New Zealand,Hamilton,16-Jan-18,ODI # 3953,Hasan Ali
0.461538462,0.461538462,8,1.038461538,12.30769231,0,3,2,0,0,0,8,caught,1,Zimbabwe,Bulawayo,13-Jul-18,ODI # 4015,Hasan Ali
0.428571429,0.428571429,7.571428571,1.018867925,11.64285714,1,-,3,0,0,33.33,10,caught,1,India,Dubai (DSC),19-Sep-18,ODI # 4040,Hasan Ali
0.4,0.4,7.266666667,1,11.64285714,6,-,3,0,1,200,9,not out,2,Afghanistan,Abu Dhabi,21-Sep-18,ODI # 4043,Hasan Ali
0.4375,0.375,7,1.026785714,11.64285714,2,-,2,0,0,100,9,not out,1,India,Dubai (DSC),23-Sep-18,ODI # 4044,Hasan Ali
0.411764706,0.352941176,6.705882353,1.026315789,11.64285714,8,-,11,1,0,72.72,9,caught,2,Bangladesh,Abu Dhabi,26-Sep-18,ODI # 4047,Hasan Ali
0.388888889,0.388888889,6.944444444,1,11.64285714,16,-,21,1,0,76.19,9,caught,2,New Zealand,Abu Dhabi,07-Nov-18,ODI # 4066,Hasan Ali
0.368421053,0.421052632,7.684210526,0.965753425,11.64285714,2,-,3,0,0,66.66,8,caught,1,New Zealand,Dubai (DSC),11-Nov-18,ODI # 4070,Hasan Ali
0.35,0.4,7.45,0.959731544,11.64285714,59,55,45,5,3,131.11,10,caught,1,South Africa,Durban,22-Jan-19,ODI # 4081,Hasan Ali
0.476190476,0.619047619,9.238095238,1.041237113,13.70748299,1,5,4,0,0,25,7,caught,1,South Africa,Centurion,25-Jan-19,ODI # 4084,Hasan Ali
0.454545455,0.590909091,9,1.025252525,13.31168831,4,8,4,0,0,100,9,not out,2,England,Southampton,11-May-19,ODI # 4133,Hasan Ali
0.434782609,0.565217391,8.782608696,1.024752475,13.08074534,18,19,9,1,2,200,9,not out,1,England,Bristol,14-May-19,ODI # 4135,Hasan Ali
0.5,0.583333333,8.791666667,1.066350711,13.32738095,1,5,2,0,0,50,9,caught,1,England,Nottingham,17-May-19,ODI # 4138,Hasan Ali
0.48,0.56,8.52,1.061032864,12.99428571,11,17,10,1,1,110,9,caught,2,England,Leeds,19-May-19,ODI # 4140,Hasan Ali
0.5,0.576923077,8.576923077,1.062780269,13.14835165,1,6,4,0,0,25,9,caught,1,West Indies,Nottingham,31-May-19,ODI # 4144,Hasan Ali
0.481481481,0.555555556,8.407407407,1.04845815,12.88359788,10,10,5,0,1,200,9,not out,1,England,Nottingham,03-Jun-19,ODI # 4148,Hasan Ali
0.5,0.535714286,8.285714286,1.068965517,12.78061224,32,17,15,3,3,213.33,8,caught,2,Australia,Taunton,12-Jun-19,ODI # 4157,Hasan Ali
0.586206897,0.620689655,8.517241379,1.133603239,12.92610837,32,16,11,1,4,290.9,8,not out,1,South Africa,Centurion,07-Apr-21,ODI # 4287,Hasan Ali
0.7,0.633333333,8.6,1.209302326,13.02857143,6,13,9,1,0,66.66,9,caught,1,England,Cardiff,08-Jul-21,ODI # 4299,Hasan Ali
0.677419355,0.64516129,8.612903226,1.191011236,13.02764977,31,19,17,2,3,182.35,9,caught,2,England,Lord's,10-Jul-21,ODI # 4300,Hasan Ali
0.75,0.6875,8.875,1.228873239,13.21428571,4,4,2,1,0,200,6,caught,1,England,Birmingham,13-Jul-21,ODI # 4303,Hasan Ali
0.727272727,0.696969697,8.666666667,1.234265734,12.93506494,2,13,9,0,0,22.22,8,bowled,2,Australia,Lahore,29-Mar-22,ODI # 4379,Hasan Ali
0.705882353,0.676470588,8.676470588,1.203389831,12.93697479,8,8,4,1,0,200,10,not out,1,West Indies,Multan,12-Jun-22,ODI # 4407,Hasan Ali
0.685714286,0.685714286,8.542857143,1.214046823,12.79591837,0,2,1,0,0,0,9,lbw,1,Netherlands,Hyderabad,06-Oct-23,ODI # 4659,Hasan Ali
0.666666667,0.666666667,8.333333333,1.21,12.49603175,12,21,19,2,0,63.15,9,caught,1,India,Ahmedabad,14-Oct-23,ODI # 4669,Hasan Ali
0.648648649,0.702702703,8.621621622,1.175548589,12.72586873,8,7,8,2,0,100,10,caught,2,Australia,Bengaluru,20-Oct-23,ODI # 4675,Hasan Ali
0,0,0,0,0,14,-,20,0,1,70,10,not out,2,Bangladesh,Abu Dhabi,26-Sep-18,ODI # 4047,Shaheen Shah Afridi
1,0,20,0.7,0,0,-,2,0,0,0,10,bowled,2,New Zealand,Abu Dhabi,07-Nov-18,ODI # 4066,Shaheen Shah Afridi
0.5,0,11,0.636363636,0,1,3,1,0,0,100,11,not out,1,South Africa,Durban,22-Jan-19,ODI # 4081,Shaheen Shah Afridi
0.333333333,0,7.666666667,0.652173913,1,0,10,5,0,0,0,10,not out,1,South Africa,Cape Town,30-Jan-19,ODI # 4090,Shaheen Shah Afridi
0.25,0,7,0.535714286,3.25,7,6,4,0,1,175,10,caught,1,England,Bristol,14-May-19,ODI # 4135,Shaheen Shah Afridi
0.4,0,6.4,0.6875,3.8,19,33,26,2,0,73.07,10,not out,2,England,Leeds,19-May-19,ODI # 4140,Shaheen Shah Afridi
0.333333333,0.333333333,9.666666667,0.706896552,8.666666667,1,5,6,0,0,16.66,11,not out,2,Australia,Taunton,12-Jun-19,ODI # 4157,Shaheen Shah Afridi
0.285714286,0.285714286,9.142857143,0.65625,8.142857143,0,4,0,0,0,-,11,not out,1,Bangladesh,Lord's,05-Jul-19,ODI # 4186,Shaheen Shah Afridi
0.25,0.25,8,0.65625,7.625,8,10,5,1,0,160,10,not out,1,Zimbabwe,Rawalpindi,30-Oct-20,ODI # 4262,Shaheen Shah Afridi
0.222222222,0.333333333,7.666666667,0.724637681,7.888888889,2,10,5,0,0,40,9,caught,2,Zimbabwe,Rawalpindi,03-Nov-20,ODI # 4264,Shaheen Shah Afridi
0.2,0.3,7.4,0.702702703,8.1,0,9,0,0,0,-,9,not out,2,South Africa,Centurion,02-Apr-21,ODI # 4285,Shaheen Shah Afridi
0.181818182,0.272727273,6.727272727,0.702702703,8.181818182,5,33,15,1,0,33.33,9,caught,2,South Africa,Johannesburg,04-Apr-21,ODI # 4286,Shaheen Shah Afridi
0.166666667,0.333333333,7.416666667,0.640449438,10.25,12,29,22,1,0,54.54,10,caught,1,England,Cardiff,08-Jul-21,ODI # 4299,Shaheen Shah Afridi
0.153846154,0.384615385,8.538461538,0.621621622,11.69230769,18,42,31,1,0,58.06,10,not out,2,England,Lord's,10-Jul-21,ODI # 4300,Shaheen Shah Afridi
0.142857143,0.428571429,10.14285714,0.612676056,13.85714286,0,3,1,0,0,0,10,caught,1,England,Birmingham,13-Jul-21,ODI # 4303,Shaheen Shah Afridi
0.133333333,0.4,9.533333333,0.608391608,13.13333333,15,7,6,3,0,250,10,not out,1,West Indies,Multan,10-Jun-22,ODI # 4405,Shaheen Shah Afridi
0.125,0.5625,9.3125,0.684563758,12.75,23,10,7,1,3,328.57,8,not out,1,New Zealand,Karachi,05-May-23,ODI # 4574,Shaheen Shah Afridi
0.294117647,0.588235294,9.176470588,0.801282051,12.58823529,0,3,2,0,0,0,9,caught,2,New Zealand,Karachi,07-May-23,ODI # 4575,Shaheen Shah Afridi
0.277777778,0.555555556,8.777777778,0.791139241,12.05555556,2,4,8,0,0,25,9,bowled,1,Afghanistan,Hambantota,22-Aug-23,ODI # 4625,Shaheen Shah Afridi
0.263157895,0.526315789,8.736842105,0.765060241,11.63157895,4,7,5,0,0,80,9,caught,2,Afghanistan,Hambantota,24-Aug-23,ODI # 4626,Shaheen Shah Afridi
0.25,0.5,8.55,0.766081871,11.4,2,1,1,0,0,200,10,not out,1,Afghanistan,Colombo (RPS),26-Aug-23,ODI # 4627,Shaheen Shah Afridi
0.238095238,0.476190476,8.19047619,0.773255814,10.9047619,7,9,6,0,1,116.66,9,not out,2,India,Colombo (RPS),10-Sep-23,ODI # 4639,Shaheen Shah Afridi
0.272727273,0.454545455,8.090909091,0.786516854,10.81818182,1,3,1,0,0,100,9,not out,1,Sri Lanka,Colombo (RPS),14-Sep-23,ODI # 4644,Shaheen Shah Afridi
0.260869565,0.434782609,7.782608696,0.787709497,10.47826087,13,23,12,2,0,108.33,10,not out,1,Netherlands,Hyderabad,06-Oct-23,ODI # 4659,Shaheen Shah Afridi
0.25,0.5,7.958333333,0.806282723,11,2,12,10,0,0,20,10,not out,1,India,Ahmedabad,14-Oct-23,ODI # 4669,Shaheen Shah Afridi
0.24,0.48,8.04,0.776119403,11.04,10,17,8,2,0,125,9,caught,2,Australia,Bengaluru,20-Oct-23,ODI # 4675,Shaheen Shah Afridi
0.230769231,0.538461538,8.038461538,0.794258373,11.26923077,3,4,3,0,0,100,8,not out,1,Afghanistan,Chennai,23-Oct-23,ODI # 4679,Shaheen Shah Afridi
0.222222222,0.518518519,7.851851852,0.797169811,11,2,10,4,0,0,50,9,caught,1,South Africa,Chennai,27-Oct-23,ODI # 4683,Shaheen Shah Afridi
0.214285714,0.5,7.714285714,0.791666667,10.96428571,25,23,23,3,1,108.69,9,lbw,2,England,Eden Gardens,11-Nov-23,ODI # 4701,Shaheen Shah Afridi
0,0,0,0,0,12,12,9,1,1,133.33,8,caught,2,New Zealand,Karachi,11-Jan-23,ODI # 4502,Usama Mir
1,1,9,1.333333333,12,6,3,2,0,1,300,8,caught,1,New Zealand,Karachi,13-Jan-23,ODI # 4504,Usama Mir
1,0.5,5.5,1.636363636,7.5,20,14,15,1,1,133.33,8,caught,2,New Zealand,Karachi,07-May-23,ODI # 4575,Usama Mir
1,0.666666667,8.666666667,1.461538462,9.666666667,2,5,3,0,0,66.66,8,bowled,1,Afghanistan,Hambantota,22-Aug-23,ODI # 4625,Usama Mir
0.75,0.5,7.25,1.379310345,8.5,0,2,2,0,0,0,6,caught,2,Afghanistan,Hambantota,24-Aug-23,ODI # 4626,Usama Mir
0.6,0.4,6.2,1.290322581,7.2,0,4,3,0,0,0,8,caught,2,Australia,Bengaluru,20-Oct-23,ODI # 4675,Usama Mir
0.5,0.333333333,5.666666667,1.176470588,6.666666667,sub,-,-,-,-,-,-,-,1,South Africa,Chennai,27-Oct-23,ODI # 4683,Usama Mir
0,0,0,0,0,31,30,23,6,0,134.78,2,caught,2,South Africa,Birmingham,07-Jun-17,ODI # 3881,Fakhar Zaman
0,6,23,1.347826087,30,50,56,36,8,1,138.88,2,caught,2,Sri Lanka,Cardiff,12-Jun-17,ODI # 3888,Fakhar Zaman
0.5,7,29.5,1.372881356,43,57,89,58,7,1,98.27,2,stumped,2,England,Cardiff,14-Jun-17,ODI # 3889,Fakhar Zaman
0.666666667,7,39,1.179487179,58.33333333,114,142,106,12,3,107.54,2,caught,1,India,The Oval,18-Jun-17,ODI # 3894,Fakhar Zaman
1.25,8.25,55.75,1.130044843,79.25,43,-,45,4,1,95.55,1,bowled,1,Sri Lanka,Dubai (DSC),13-Oct-17,ODI # 3922,Fakhar Zaman
1.2,7.4,53.6,1.100746269,79.25,11,-,13,2,0,84.61,1,caught,1,Sri Lanka,Abu Dhabi,16-Oct-17,ODI # 3924,Fakhar Zaman
1,6.5,46.83333333,1.088967972,79.25,29,-,40,2,1,72.5,2,stumped,2,Sri Lanka,Abu Dhabi,18-Oct-17,ODI # 3926,Fakhar Zaman
1,5.857142857,45.85714286,1.043613707,79.25,17,-,30,2,0,56.66,2,stumped,2,Sri Lanka,Sharjah,20-Oct-17,ODI # 3927,Fakhar Zaman
0.875,5.375,43.875,1.002849003,79.25,48,-,47,7,0,102.12,2,caught,2,Sri Lanka,Sharjah,23-Oct-17,ODI # 3930,Fakhar Zaman
0.777777778,5.555555556,44.22222222,1.005025126,79.25,82,132,86,5,4,95.34,2,not out,2,New Zealand,Wellington,06-Jan-18,ODI # 3946,Fakhar Zaman
1.1,5.5,48.4,0.995867769,84.525,2,15,7,0,0,28.57,2,bowled,2,New Zealand,Dunedin,13-Jan-18,ODI # 3949,Fakhar Zaman
1,5,44.63636364,0.985743381,78.20454545,54,87,75,7,1,72,1,bowled,1,New Zealand,Hamilton,16-Jan-18,ODI # 3953,Fakhar Zaman
1,5.166666667,47.16666667,0.950530035,78.9375,12,22,17,2,0,70.58,1,caught,2,New Zealand,Wellington,19-Jan-18,ODI # 3957,Fakhar Zaman
0.923076923,4.923076923,44.84615385,0.943396226,74.55769231,60,94,70,7,0,85.71,2,caught,1,Zimbabwe,Bulawayo,13-Jul-18,ODI # 4015,Fakhar Zaman
0.857142857,5.071428571,46.64285714,0.934150077,75.94642857,117,144,129,16,0,90.69,2,not out,2,Zimbabwe,Bulawayo,16-Jul-18,ODI # 4017,Fakhar Zaman
0.8,5.8,52.13333333,0.929667519,80.48333333,43,51,24,8,0,179.16,2,not out,2,Zimbabwe,Bulawayo,18-Jul-18,ODI # 4019,Fakhar Zaman
0.75,5.9375,50.375,0.955334988,78.640625,210,221,156,24,5,134.61,2,not out,1,Zimbabwe,Bulawayo,20-Jul-18,ODI # 4020,Fakhar Zaman
1,7,56.58823529,1.018711019,87.01470588,85,107,83,10,1,102.4,2,caught,1,Zimbabwe,Bulawayo,22-Jul-18,ODI # 4021,Fakhar Zaman
1,7.166666667,58.05555556,1.019138756,88.125,24,-,27,2,1,88.88,2,caught,2,Hong Kong,Dubai (DSC),16-Sep-18,ODI # 4037,Fakhar Zaman
1,6.894736842,56.42105263,1.015858209,88.125,0,-,9,0,0,0,2,caught,1,India,Dubai (DSC),19-Sep-18,ODI # 4040,Fakhar Zaman
0.95,6.55,54.05,1.007400555,88.125,0,-,6,0,0,0,1,lbw,2,Afghanistan,Abu Dhabi,21-Sep-18,ODI # 4043,Fakhar Zaman
0.904761905,6.238095238,51.76190476,1.001839926,88.125,31,-,44,1,1,70.45,2,lbw,1,India,Dubai (DSC),23-Sep-18,ODI # 4044,Fakhar Zaman
0.909090909,6,51.40909091,0.990274094,88.125,1,-,4,0,0,25,1,caught,2,Bangladesh,Abu Dhabi,26-Sep-18,ODI # 4047,Fakhar Zaman
0.869565217,5.739130435,49.34782609,0.987665198,88.125,1,-,5,0,0,20,2,bowled,2,New Zealand,Abu Dhabi,07-Nov-18,ODI # 4066,Fakhar Zaman
0.833333333,5.5,47.5,0.984210526,88.125,88,-,88,11,0,100,2,caught,2,New Zealand,Abu Dhabi,09-Nov-18,ODI # 4068,Fakhar Zaman
0.8,5.72,49.12,0.98534202,88.125,65,-,77,8,0,84.41,1,caught,1,New Zealand,Dubai (DSC),11-Nov-18,ODI # 4070,Fakhar Zaman
0.769230769,5.807692308,50.19230769,0.977011494,88.125,25,35,23,3,1,108.69,2,caught,2,South Africa,Gqeberha,19-Jan-19,ODI # 4080,Fakhar Zaman
0.777777778,5.703703704,49.18518519,0.978915663,86.15740741,26,65,44,3,0,59.09,2,caught,1,South Africa,Durban,22-Jan-19,ODI # 4081,Fakhar Zaman
0.75,5.607142857,49,0.966472303,85.40178571,2,12,10,0,0,20,2,caught,1,South Africa,Centurion,25-Jan-19,ODI # 4084,Fakhar Zaman
0.724137931,5.413793103,47.65517241,0.960926194,82.87068966,44,55,44,7,0,100,2,caught,2,South Africa,Johannesburg,27-Jan-19,ODI # 4087,Fakhar Zaman
0.7,5.466666667,47.53333333,0.962131837,81.94166667,70,112,73,10,0,95.89,2,caught,1,South Africa,Cape Town,30-Jan-19,ODI # 4090,Fakhar Zaman
0.677419355,5.612903226,48.35483871,0.96197465,82.91129032,3,-,11,0,0,27.27,2,caught,1,England,The Oval,08-May-19,ODI # 4130,Fakhar Zaman
0.65625,5.4375,47.1875,0.956953642,82.91129032,138,136,106,12,4,130.18,2,caught,2,England,Southampton,11-May-19,ODI # 4133,Fakhar Zaman
0.757575758,5.636363636,48.96969697,0.979579208,84.5200391,2,5,4,0,0,50,2,caught,1,England,Bristol,14-May-19,ODI # 4135,Fakhar Zaman
0.735294118,5.470588235,47.64705882,0.978395062,82.18121442,57,87,50,5,2,114,2,caught,1,England,Nottingham,17-May-19,ODI # 4138,Fakhar Zaman
0.771428571,5.457142857,47.71428571,0.983233533,82.31889401,0,3,3,0,0,0,1,caught,2,England,Leeds,19-May-19,ODI # 4140,Fakhar Zaman
0.75,5.305555556,46.47222222,0.981470412,80.1155914,22,27,16,2,1,137.5,2,bowled,1,West Indies,Nottingham,31-May-19,ODI # 4144,Fakhar Zaman
0.756756757,5.216216216,45.64864865,0.985198342,78.68003487,36,63,40,6,0,90,2,stumped,1,England,Nottingham,03-Jun-19,ODI # 4148,Fakhar Zaman
0.736842105,5.236842105,45.5,0.983227299,78.26740238,0,12,3,0,0,0,2,caught,2,Australia,Taunton,12-Jun-19,ODI # 4157,Fakhar Zaman
0.717948718,5.102564103,44.41025641,0.981524249,76.56823821,62,112,75,7,1,82.66,2,caught,2,India,Manchester,16-Jun-19,ODI # 4161,Fakhar Zaman
0.725,5.15,45.175,0.975096846,77.45403226,44,94,50,6,1,88,2,caught,1,South Africa,Lord's,23-Jun-19,ODI # 4171,Fakhar Zaman
0.731707317,5.170731707,45.29268293,0.972536349,77.85759245,9,13,10,2,0,90,2,caught,2,New Zealand,Birmingham,26-Jun-19,ODI # 4174,Fakhar Zaman
0.714285714,5.095238095,44.45238095,0.972147831,76.31336406,0,4,2,0,0,0,1,lbw,2,Afghanistan,Leeds,29-Jun-19,ODI # 4177,Fakhar Zaman
0.697674419,4.976744186,43.46511628,0.971107544,74.63165791,13,27,31,1,0,41.93,1,caught,1,Bangladesh,Lord's,05-Jul-19,ODI # 4186,Fakhar Zaman
0.681818182,4.886363636,43.18181818,0.962105263,73.54912023,54,-,65,6,1,83.07,1,caught,1,Sri Lanka,Karachi,30-Sep-19,ODI # 4211,Fakhar Zaman
0.688888889,4.911111111,43.66666667,0.957760814,73.54912023,76,-,91,7,1,83.51,1,caught,2,Sri Lanka,Karachi,02-Oct-19,ODI # 4212,Fakhar Zaman
0.695652174,4.956521739,44.69565217,0.95233463,73.54912023,2,8,2,0,0,100,2,lbw,2,Zimbabwe,Rawalpindi,03-Nov-20,ODI # 4264,Fakhar Zaman
0.680851064,4.85106383,43.78723404,0.952380952,72.1544581,8,12,12,1,0,66.66,2,bowled,2,South Africa,Centurion,02-Apr-21,ODI # 4285,Fakhar Zaman
0.666666667,4.770833333,43.125,0.950724638,70.90124022,193,224,155,18,10,124.51,2,run out,2,South Africa,Johannesburg,04-Apr-21,ODI # 4286,Fakhar Zaman
0.857142857,5.040816327,45.40816327,0.971235955,74.02570471,101,155,104,9,3,97.11,2,caught,1,South Africa,Centurion,07-Apr-21,ODI # 4287,Fakhar Zaman
0.9,5.12,46.58,0.971232289,75.64519062,47,99,67,6,0,70.14,2,caught,1,England,Cardiff,08-Jul-21,ODI # 4299,Fakhar Zaman
0.882352941,5.137254902,46.98039216,0.963689482,76.10312805,10,68,45,0,0,22.22,2,bowled,2,England,Lord's,10-Jul-21,ODI # 4300,Fakhar Zaman
0.865384615,5.038461538,46.94230769,0.950020483,75.94729867,6,23,14,1,0,42.85,2,caught,1,England,Birmingham,13-Jul-21,ODI # 4303,Fakhar Zaman
0.849056604,4.962264151,46.32075472,0.947046843,74.94829303,18,20,18,3,0,100,1,caught,2,Australia,Lahore,29-Mar-22,ODI # 4379,Fakhar Zaman
0.833333333,4.925925926,45.7962963,0.947432268,73.93073205,67,83,64,7,2,104.68,1,bowled,2,Australia,Lahore,31-Mar-22,ODI # 4380,Fakhar Zaman
0.854545455,4.963636364,46.12727273,0.949940875,74.09562783,17,17,12,3,0,141.66,1,caught,2,Australia,Lahore,02-Apr-22,ODI # 4382,Fakhar Zaman
0.839285714,4.928571429,45.51785714,0.952138093,73.07606305,11,28,20,2,0,55,1,caught,2,West Indies,Multan,08-Jun-22,ODI # 4401,Fakhar Zaman
0.824561404,4.877192982,45.07017544,0.949007396,72.28525493,17,31,28,3,0,60.71,1,caught,1,West Indies,Multan,10-Jun-22,ODI # 4405,Fakhar Zaman
0.810344828,4.844827586,44.77586207,0.945321525,71.57344019,35,71,48,4,0,72.91,1,bowled,1,West Indies,Multan,12-Jun-22,ODI # 4407,Fakhar Zaman
0.796610169,4.830508475,44.83050847,0.941398866,71.56372086,109,168,109,12,1,100,1,run out,1,Netherlands,Rotterdam,16-Aug-22,ODI # 4448,Fakhar Zaman
0.8,4.95,45.9,0.943718228,73.17099218,3,-,10,0,0,30,1,caught,2,Netherlands,Rotterdam,18-Aug-22,ODI # 4452,Fakhar Zaman
