avg_6,avg_4,avg_bf,avg_sr,avg_mins,runs,mins,BF,4s,6s,SR,pos,dismissal,inns,opposition,ground,date,odi_id,player
0.819444444,2.527777778,30.88888889,0.926258993,42.34884853,71,90,56,6,6,126.78,1,caught,2,South Africa,Johannesburg,17-Sep-23,ODI # 4648,MR Marsh
0.890410959,2.575342466,31.23287671,0.934649123,43.00160403,4,3,4,1,0,100,1,caught,1,India,Mohali,22-Sep-23,ODI # 4651,MR Marsh
0.878378378,2.554054054,30.86486486,0.934763573,42.46104181,96,114,84,13,3,114.28,2,caught,1,India,Rajkot,27-Sep-23,ODI # 4657,MR Marsh
0.906666667,2.693333333,31.57333333,0.94214527,43.41489459,0,11,6,0,0,0,2,caught,1,India,Chennai,08-Oct-23,ODI # 4662,MR Marsh
0.894736842,2.657894737,31.23684211,0.939764111,42.98838282,7,27,15,0,0,46.66,1,caught,2,South Africa,Lucknow,12-Oct-23,ODI # 4667,MR Marsh
0.883116883,2.623376623,31.02597403,0.936793638,42.78074148,52,67,51,9,0,101.96,1,run out,2,Sri Lanka,Lucknow,16-Oct-23,ODI # 4671,MR Marsh
0.871794872,2.705128205,31.28205128,0.93852459,43.0912448,121,139,108,10,9,112.03,2,caught,1,Pakistan,Bengaluru,20-Oct-23,ODI # 4675,MR Marsh
0.974683544,2.797468354,32.25316456,0.946232339,44.30527967,9,15,15,2,0,60,1,caught,1,Netherlands,Delhi,25-Oct-23,ODI # 4681,MR Marsh
0.9625,2.7875,32.0375,0.944206009,43.93896368,36,65,51,2,0,70.58,3,bowled,1,New Zealand,Dharamsala,28-Oct-23,ODI # 4684,MR Marsh
0.950617284,2.777777778,32.27160494,0.939556236,44.19897647,24,22,11,2,2,218.18,3,lbw,2,Afghanistan,Wankhede,07-Nov-23,ODI # 4696,MR Marsh
0.963414634,2.768292683,32.01219512,0.944761905,43.92825724,177,177,132,17,9,134.09,3,not out,2,Bangladesh,Pune,11-Nov-23,ODI # 4700,MR Marsh
0,0,0,0,0,7,-,13,0,0,53.84,2,caught,2,Afghanistan,Abu Dhabi,20-Sep-18,ODI # 4041,Najmul Hossain Shanto
0,0,13,0.538461538,0,7,-,14,0,0,50,2,caught,1,India,Dubai (DSC),21-Sep-18,ODI # 4042,Najmul Hossain Shanto
0,0,13.5,0.518518519,0,6,-,18,0,0,33.33,2,caught,1,Afghanistan,Abu Dhabi,23-Sep-18,ODI # 4045,Najmul Hossain Shanto
0,0,15,0.444444444,0,29,-,38,1,2,76.31,3,lbw,1,Zimbabwe,Sylhet,01-Mar-20,ODI # 4249,Najmul Hossain Shanto
0.5,0.25,20.75,0.590361446,0,6,-,10,1,0,60,3,run out,1,Zimbabwe,Sylhet,03-Mar-20,ODI # 4251,Najmul Hossain Shanto
0.4,0.4,18.6,0.591397849,0,1,12,9,0,0,11.11,3,caught,2,West Indies,Mirpur,20-Jan-21,ODI # 4270,Najmul Hossain Shanto
0.333333333,0.333333333,17,0.549019608,2,17,40,26,2,0,65.38,3,caught,2,West Indies,Mirpur,22-Jan-21,ODI # 4272,Najmul Hossain Shanto
0.285714286,0.571428571,18.28571429,0.5703125,7.428571429,20,40,30,3,0,66.66,3,lbw,1,West Indies,Chattogram,25-Jan-21,ODI # 4274,Najmul Hossain Shanto
0.25,0.875,19.75,0.588607595,11.5,37,71,46,5,0,80.43,3,caught,2,West Indies,Providence,10-Jul-22,ODI # 4421,Najmul Hossain Shanto
0.222222222,1.333333333,22.66666667,0.637254902,18.11111111,20,49,36,2,0,55.55,2,caught,2,West Indies,Providence,13-Jul-22,ODI # 4426,Najmul Hossain Shanto
0.2,1.4,24,0.625,21.2,1,27,13,0,0,7.69,2,caught,2,West Indies,Providence,16-Jul-22,ODI # 4431,Najmul Hossain Shanto
0.181818182,1.272727273,23,0.596837945,21.72727273,38,73,55,5,0,69.09,3,caught,1,Zimbabwe,Harare,07-Aug-22,ODI # 4442,Najmul Hossain Shanto
0.166666667,1.583333333,25.66666667,0.613636364,26,0,-,1,0,0,0,3,caught,1,Zimbabwe,Harare,10-Aug-22,ODI # 4443,Najmul Hossain Shanto
0.153846154,1.461538462,23.76923077,0.611650485,26,0,2,1,0,0,0,1,caught,2,India,Mirpur,04-Dec-22,ODI # 4493,Najmul Hossain Shanto
0.142857143,1.357142857,22.14285714,0.609677419,24.28571429,21,56,35,3,0,60,3,bowled,1,India,Mirpur,07-Dec-22,ODI # 4496,Najmul Hossain Shanto
0.133333333,1.466666667,23,0.608695652,26.4,58,136,82,6,0,70.73,3,caught,1,England,Mirpur,01-Mar-23,ODI # 4525,Najmul Hossain Shanto
0.125,1.75,26.6875,0.62763466,33.25,0,1,1,0,0,0,3,caught,2,England,Mirpur,03-Mar-23,ODI # 4528,Najmul Hossain Shanto
0.117647059,1.647058824,25.17647059,0.626168224,31.35294118,53,101,71,5,0,74.64,3,run out,1,England,Chattogram,06-Mar-23,ODI # 4531,Najmul Hossain Shanto
0.111111111,1.833333333,27.72222222,0.643286573,35.22222222,25,57,34,1,0,73.52,3,bowled,1,Ireland,Sylhet,18-Mar-23,ODI # 4539,Najmul Hossain Shanto
0.105263158,1.789473684,28.05263158,0.649155722,36.36842105,73,108,77,3,2,94.8,3,caught,1,Ireland,Sylhet,20-Mar-23,ODI # 4542,Najmul Hossain Shanto
0.2,1.85,30.5,0.686885246,39.95,44,102,66,7,0,66.66,3,caught,1,Ireland,Chelmsford,09-May-23,ODI # 4576,Najmul Hossain Shanto
0.19047619,2.095238095,32.19047619,0.684911243,42.9047619,117,156,93,12,3,125.8,3,caught,2,Ireland,Chelmsford,12-May-23,ODI # 4577,Najmul Hossain Shanto
0.318181818,2.545454545,34.95454545,0.754226268,48.04545455,35,34,32,7,0,109.37,3,caught,1,Ireland,Chelmsford,14-May-23,ODI # 4578,Najmul Hossain Shanto
0.304347826,2.739130435,34.82608696,0.767790262,47.43478261,12,31,16,2,0,75,3,caught,1,Afghanistan,Chattogram,05-Jul-23,ODI # 4615,Najmul Hossain Shanto
0.291666667,2.708333333,34.04166667,0.76744186,46.75,1,6,5,0,0,20,3,bowled,2,Afghanistan,Chattogram,08-Jul-23,ODI # 4619,Najmul Hossain Shanto
0.28,2.6,32.88,0.763990268,45.12,11,20,15,2,0,73.33,3,bowled,2,Afghanistan,Chattogram,11-Jul-23,ODI # 4621,Najmul Hossain Shanto
0.269230769,2.576923077,32.19230769,0.76344086,44.15384615,89,181,122,7,0,72.95,3,bowled,1,Sri Lanka,Pallekele,31-Aug-23,ODI # 4629,Najmul Hossain Shanto
0.259259259,2.740740741,35.51851852,0.759124088,49.22222222,104,142,105,9,2,99.04,4,run out,1,Afghanistan,Lahore,03-Sep-23,ODI # 4631,Najmul Hossain Shanto
0.321428571,2.964285714,38,0.781954887,52.53571429,76,142,84,10,0,90.47,3,lbw,1,New Zealand,Mirpur,26-Sep-23,ODI # 4655,Najmul Hossain Shanto
0.310344828,3.206896552,39.5862069,0.790940767,55.62068966,59,112,83,3,1,71.08,4,not out,2,Afghanistan,Dharamsala,07-Oct-23,ODI # 4660,Najmul Hossain Shanto
0.333333333,3.2,41.03333333,0.785540211,57.5,0,1,1,0,0,0,3,caught,2,England,Dharamsala,10-Oct-23,ODI # 4664,Najmul Hossain Shanto
0.322580645,3.096774194,39.74193548,0.784902597,55.67741935,7,20,8,1,0,87.5,4,caught,1,New Zealand,Chennai,13-Oct-23,ODI # 4668,Najmul Hossain Shanto
0.3125,3.03125,38.75,0.785483871,54.5625,8,18,17,0,0,47.05,3,lbw,1,India,Pune,19-Oct-23,ODI # 4674,Najmul Hossain Shanto
0.303030303,2.939393939,38.09090909,0.781225139,53.45454545,0,1,1,0,0,0,3,caught,2,South Africa,Wankhede,24-Oct-23,ODI # 4680,Najmul Hossain Shanto
0.294117647,2.852941176,37,0.780604134,51.91176471,9,27,18,2,0,50,4,caught,2,Netherlands,Eden Gardens,28-Oct-23,ODI # 4685,Najmul Hossain Shanto
0.285714286,2.828571429,36.45714286,0.776645768,51.2,4,8,3,1,0,133.33,3,caught,1,Pakistan,Eden Gardens,31-Oct-23,ODI # 4688,Najmul Hossain Shanto
0.277777778,2.777777778,35.52777778,0.777951525,50,90,163,101,12,0,89.1,3,bowled,2,Sri Lanka,Delhi,06-Nov-23,ODI # 4695,Najmul Hossain Shanto
0.27027027,3.027027027,37.2972973,0.786231884,53.05405405,45,59,57,6,0,78.94,3,run out,1,Australia,Pune,11-Nov-23,ODI # 4700,Najmul Hossain Shanto
0,0,0,0,0,1,5,5,0,0,20,10,bowled,1,New Zealand,Dunedin,20-Mar-21,ODI # 4279,Hasan Mahmud
0,0,5,0.2,5,0,-,4,0,0,0,9,caught,1,Zimbabwe,Harare,10-Aug-22,ODI # 4443,Hasan Mahmud
0,0,4.5,0.111111111,5,0,7,2,0,0,0,10,lbw,2,India,Mirpur,04-Dec-22,ODI # 4493,Hasan Mahmud
0,0,3.666666667,0.090909091,5.666666667,4,10,5,0,0,80,10,not out,1,Ireland,Chelmsford,09-May-23,ODI # 4576,Hasan Mahmud
0,0,4,0.3125,6.75,1,8,2,0,0,50,9,run out,1,Ireland,Chelmsford,14-May-23,ODI # 4578,Hasan Mahmud
0,0,3.6,0.333333333,7,8,27,17,1,0,47.05,10,not out,1,Afghanistan,Chattogram,05-Jul-23,ODI # 4615,Hasan Mahmud
0,0.166666667,5.833333333,0.4,10.33333333,4,11,12,1,0,33.33,9,lbw,2,Afghanistan,Chattogram,08-Jul-23,ODI # 4619,Hasan Mahmud
0,0.285714286,6.714285714,0.382978723,10.42857143,1,2,2,0,0,50,11,not out,1,Pakistan,Lahore,06-Sep-23,ODI # 4634,Hasan Mahmud
0,0.25,6.125,0.387755102,9.375,10,10,7,2,0,142.85,11,not out,2,Sri Lanka,Colombo (RPS),09-Sep-23,ODI # 4637,Hasan Mahmud
0,0.444444444,6.222222222,0.517857143,9.444444444,0,9,9,0,0,0,9,bowled,2,New Zealand,Mirpur,23-Sep-23,ODI # 4652,Hasan Mahmud
0,0.4,6.5,0.446153846,9.4,1,2,2,0,0,50,9,lbw,1,New Zealand,Mirpur,26-Sep-23,ODI # 4655,Hasan Mahmud
0,0.363636364,6.090909091,0.447761194,8.727272727,15,32,25,2,0,60,9,caught,2,South Africa,Wankhede,24-Oct-23,ODI # 4680,Hasan Mahmud
0,0,0,0,0,0,6,0,0,0,-,11,not out,1,India,Mirpur,18-Jun-15,ODI # 3658,Mustafizur Rahman
0,0,0,0,6,9,12,17,1,0,52.94,11,lbw,2,India,Mirpur,24-Jun-15,ODI # 3661,Mustafizur Rahman
0,0.5,8.5,0.529411765,9,0,20,11,0,0,0,11,not out,1,South Africa,Mirpur,10-Jul-15,ODI # 3663,Mustafizur Rahman
0,0.333333333,9.333333333,0.321428571,12.66666667,5,7,4,1,0,125,11,not out,1,Zimbabwe,Mirpur,09-Nov-15,ODI # 3705,Mustafizur Rahman
0,0.5,8,0.4375,11.25,1,1,1,0,0,100,10,run out,1,Zimbabwe,Mirpur,11-Nov-15,ODI # 3706,Mustafizur Rahman
0,0.4,6.6,0.454545455,9.2,0,3,1,0,0,0,11,bowled,2,New Zealand,Christchurch,26-Dec-16,ODI # 3814,Mustafizur Rahman
0,0.333333333,5.666666667,0.441176471,8.166666667,0,3,0,0,0,-,11,not out,1,New Zealand,Nelson,31-Dec-16,ODI # 3816,Mustafizur Rahman
0,0.285714286,4.857142857,0.441176471,7.428571429,1,-,1,0,0,100,11,not out,2,Sri Lanka,Colombo (SSC),01-Apr-17,ODI # 3858,Mustafizur Rahman
0,0.25,4.375,0.457142857,7.428571429,0,-,1,0,0,0,11,not out,1,New Zealand,Dublin,17-May-17,ODI # 3868,Mustafizur Rahman
0,0.222222222,4,0.444444444,7.428571429,1,8,4,0,0,25,11,not out,1,Australia,The Oval,05-Jun-17,ODI # 3879,Mustafizur Rahman
0,0.2,4,0.425,7.485714286,18,-,22,2,0,81.81,10,not out,1,Zimbabwe,Mirpur,23-Jan-18,ODI # 3964,Mustafizur Rahman
0,0.363636364,5.636363636,0.564516129,7.485714286,1,-,2,0,0,50,11,not out,1,Sri Lanka,Mirpur,25-Jan-18,ODI # 3965,Mustafizur Rahman
0,0.333333333,5.333333333,0.5625,7.485714286,0,-,5,0,0,0,10,not out,2,Sri Lanka,Mirpur,27-Jan-18,ODI # 3967,Mustafizur Rahman
0,0.307692308,5.307692308,0.52173913,7.485714286,10,-,11,1,0,90.9,11,run out,1,Sri Lanka,Dubai (DSC),15-Sep-18,ODI # 4036,Mustafizur Rahman
0,0.357142857,5.714285714,0.575,7.485714286,3,-,9,0,0,33.33,10,caught,1,India,Dubai (DSC),21-Sep-18,ODI # 4042,Mustafizur Rahman
0,0.333333333,5.933333333,0.550561798,7.485714286,0,-,0,0,0,-,11,not out,1,Pakistan,Abu Dhabi,26-Sep-18,ODI # 4047,Mustafizur Rahman
0,0.3125,5.5625,0.550561798,7.485714286,2,-,5,0,0,40,10,not out,1,India,Dubai (DSC),28-Sep-18,ODI # 4048,Mustafizur Rahman
0,0.294117647,5.529411765,0.542553191,7.485714286,1,-,1,0,0,100,10,not out,1,Zimbabwe,Mirpur,21-Oct-18,ODI # 4057,Mustafizur Rahman
0,0.277777778,5.277777778,0.547368421,7.485714286,0,9,6,0,0,0,11,bowled,1,New Zealand,Napier,13-Feb-19,ODI # 4093,Mustafizur Rahman
0,0.263157895,5.315789474,0.514851485,7.565413534,5,18,12,1,0,41.66,11,not out,1,New Zealand,Christchurch,16-Feb-19,ODI # 4094,Mustafizur Rahman
0,0.3,5.65,0.504424779,8.087142857,0,1,0,0,0,-,11,not out,2,New Zealand,Dunedin,20-Feb-19,ODI # 4095,Mustafizur Rahman
0,0.285714286,5.380952381,0.504424779,7.749659864,0,1,0,0,0,-,11,not out,1,New Zealand,The Oval,05-Jun-19,ODI # 4151,Mustafizur Rahman
0,0.272727273,5.136363636,0.504424779,7.442857143,0,4,3,0,0,0,11,caught,2,England,Cardiff,08-Jun-19,ODI # 4153,Mustafizur Rahman
0,0.260869565,5.043478261,0.49137931,7.293167702,0,2,1,0,0,0,11,bowled,2,India,Birmingham,02-Jul-19,ODI # 4182,Mustafizur Rahman
0,0.25,4.875,0.487179487,7.072619048,1,5,3,0,0,33.33,11,bowled,2,Pakistan,Lord's,05-Jul-19,ODI # 4186,Mustafizur Rahman
0,0.24,4.8,0.483333333,6.989714286,18,-,14,3,0,128.57,11,caught,2,Sri Lanka,Colombo (RPS),26-Jul-19,ODI # 4193,Mustafizur Rahman
0,0.346153846,5.153846154,0.567164179,6.989714286,2,-,2,0,0,100,10,not out,1,Sri Lanka,Colombo (RPS),28-Jul-19,ODI # 4194,Mustafizur Rahman
0,0.333333333,5.037037037,0.573529412,6.989714286,1,3,1,0,0,100,11,not out,1,New Zealand,Dunedin,20-Mar-21,ODI # 4279,Mustafizur Rahman
0,0.321428571,4.892857143,0.576642336,6.84722449,0,4,3,0,0,0,11,lbw,2,New Zealand,Wellington,26-Mar-21,ODI # 4282,Mustafizur Rahman
0,0.310344828,4.827586207,0.564285714,6.749044335,0,4,2,0,0,0,11,not out,1,Sri Lanka,Mirpur,25-May-21,ODI # 4291,Mustafizur Rahman
0,0.3,4.733333333,0.556338028,6.657409524,0,3,0,0,0,-,11,not out,2,Sri Lanka,Mirpur,28-May-21,ODI # 4292,Mustafizur Rahman
0,0.290322581,4.580645161,0.556338028,6.539428571,1,5,2,0,0,50,11,run out,1,Afghanistan,Chattogram,28-Feb-22,ODI # 4359,Mustafizur Rahman
0,0.28125,4.5,0.555555556,6.491321429,2,8,6,0,0,33.33,11,not out,1,South Africa,Johannesburg,20-Mar-22,ODI # 4372,Mustafizur Rahman
0,0.272727273,4.545454545,0.546666667,6.537038961,0,-,5,0,0,0,10,run out,1,Zimbabwe,Harare,10-Aug-22,ODI # 4443,Mustafizur Rahman
0,0.264705882,4.558823529,0.529032258,6.537038961,10,44,11,2,0,90.9,11,not out,2,India,Mirpur,04-Dec-22,ODI # 4493,Mustafizur Rahman
0,0.314285714,4.742857143,0.554216867,7.607409276,13,20,17,2,0,76.47,11,bowled,2,India,Chattogram,10-Dec-22,ODI # 4499,Mustafizur Rahman
0,0.361111111,5.083333333,0.573770492,7.951647908,0,5,3,0,0,0,11,not out,1,England,Mirpur,01-Mar-23,ODI # 4525,Mustafizur Rahman
0,0.351351351,5.027027027,0.564516129,7.87187364,0,1,0,0,0,-,11,not out,2,England,Mirpur,03-Mar-23,ODI # 4528,Mustafizur Rahman
0,0.342105263,4.894736842,0.564516129,7.69103486,0,1,1,0,0,0,11,lbw,1,England,Chattogram,06-Mar-23,ODI # 4531,Mustafizur Rahman
0,0.333333333,4.794871795,0.561497326,7.519469863,1,2,2,0,0,50,10,not out,1,Ireland,Sylhet,18-Mar-23,ODI # 4539,Mustafizur Rahman
0,0.325,4.725,0.560846561,7.381483117,0,3,1,0,0,0,10,caught,1,Ireland,Chelmsford,14-May-23,ODI # 4578,Mustafizur Rahman
0,0.317073171,4.634146341,0.557894737,7.274617675,3,10,11,0,0,27.27,11,not out,1,Afghanistan,Chattogram,05-Jul-23,ODI # 4615,Mustafizur Rahman
0,0.30952381,4.785714286,0.542288557,7.33950773,7,21,10,1,0,70,10,not out,2,Afghanistan,Chattogram,08-Jul-23,ODI # 4619,Mustafizur Rahman
0,0.325581395,4.906976744,0.549763033,7.657193597,0,2,2,0,0,0,11,lbw,1,Sri Lanka,Pallekele,31-Aug-23,ODI # 4629,Mustafizur Rahman
0,0.318181818,4.840909091,0.544600939,7.528621015,2,13,7,0,0,28.57,10,not out,2,New Zealand,Mirpur,23-Sep-23,ODI # 4652,Mustafizur Rahman
0,0.311111111,4.888888889,0.536363636,7.650207215,3,12,9,0,0,33.33,11,not out,2,England,Dharamsala,10-Oct-23,ODI # 4664,Mustafizur Rahman
0,0.304347826,4.97826087,0.528384279,7.744767928,4,14,10,0,0,40,10,caught,1,New Zealand,Chennai,13-Oct-23,ODI # 4668,Mustafizur Rahman
0,0.29787234,5.085106383,0.523012552,7.877857972,1,19,7,0,0,14.28,9,not out,1,India,Pune,19-Oct-23,ODI # 4674,Mustafizur Rahman
0,0.291666667,5.125,0.512195122,8.109569264,11,51,21,2,0,52.38,10,caught,2,South Africa,Wankhede,24-Oct-23,ODI # 4680,Mustafizur Rahman
0,0.326530612,5.448979592,0.513108614,8.984884177,20,34,35,2,1,57.14,10,bowled,2,Netherlands,Eden Gardens,28-Oct-23,ODI # 4685,Mustafizur Rahman
0.02,0.36,6.04,0.51986755,9.485186494,3,11,7,0,0,42.85,10,bowled,1,Pakistan,Eden Gardens,31-Oct-23,ODI # 4688,Mustafizur Rahman
0,0,0,0,0,18,23,11,2,1,163.63,9,not out,1,India,Mirpur,07-Dec-22,ODI # 4496,Nasum Ahmed
1,2,11,1.636363636,23,11,11,7,2,0,157.14,9,not out,1,Ireland,Sylhet,18-Mar-23,ODI # 4539,Nasum Ahmed
0.5,2,9,1.611111111,17,15,36,15,0,1,100,8,bowled,2,Sri Lanka,Colombo (RPS),09-Sep-23,ODI # 4637,Nasum Ahmed
0.666666667,1.333333333,11,1.333333333,23.33333333,44,53,45,6,1,97.77,8,bowled,1,India,Colombo (RPS),15-Sep-23,ODI # 4645,Nasum Ahmed
0.75,2.5,19.5,1.128205128,30.75,21,44,30,1,2,70,8,caught,2,New Zealand,Mirpur,23-Sep-23,ODI # 4652,Nasum Ahmed
1,2.2,21.6,1.009259259,33.4,7,32,19,1,0,36.84,8,stumped,1,New Zealand,Mirpur,26-Sep-23,ODI # 4655,Nasum Ahmed
0.833333333,2,21.16666667,0.913385827,33.16666667,14,21,18,2,0,77.77,8,caught,1,India,Pune,19-Oct-23,ODI # 4674,Nasum Ahmed
0.714285714,2,20.71428571,0.896551724,31.42857143,19,27,19,3,0,100,8,caught,2,South Africa,Wankhede,24-Oct-23,ODI # 4680,Nasum Ahmed
0.625,2.125,20.5,0.908536585,30.875,7,15,11,0,0,63.63,8,run out,1,Australia,Pune,11-Nov-23,ODI # 4700,Nasum Ahmed
0,0,0,0,0,0,6,1,0,0,0,10,caught,1,Sri Lanka,Mirpur,25-May-21,ODI # 4291,Shoriful Islam
0,0,1,0,6,8,17,5,0,1,160,10,caught,2,Sri Lanka,Mirpur,28-May-21,ODI # 4292,Shoriful Islam
0.5,0,3,1.333333333,11.5,0,4,1,0,0,0,11,not out,1,Zimbabwe,Harare,16-Jul-21,ODI # 4304,Shoriful Islam
0.333333333,0,2.333333333,1.142857143,9,7,13,9,1,0,77.77,10,run out,1,Afghanistan,Chattogram,28-Feb-22,ODI # 4359,Shoriful Islam
0.25,0.25,4,0.9375,10,2,11,8,0,0,25,10,caught,1,South Africa,Johannesburg,20-Mar-22,ODI # 4372,Shoriful Islam
0.2,0.2,4.8,0.708333333,10.2,1,4,2,0,0,50,10,run out,1,Zimbabwe,Harare,07-Aug-22,ODI # 4442,Shoriful Islam
0.166666667,0.166666667,4.333333333,0.692307692,9.166666667,16,22,15,0,1,106.66,9,caught,1,Ireland,Chelmsford,09-May-23,ODI # 4576,Shoriful Islam
0.285714286,0.142857143,5.857142857,0.829268293,11,4,10,3,1,0,133.33,9,not out,2,Ireland,Chelmsford,12-May-23,ODI # 4577,Shoriful Islam
0.25,0.25,5.5,0.863636364,10.875,2,6,5,0,0,40,10,not out,1,Sri Lanka,Pallekele,31-Aug-23,ODI # 4629,Shoriful Islam
0.222222222,0.222222222,5.444444444,0.816326531,10.33333333,1,6,3,0,0,33.33,10,bowled,1,Pakistan,Lahore,06-Sep-23,ODI # 4634,Shoriful Islam
0.2,0.2,5.2,0.788461538,9.9,7,8,7,0,0,100,10,bowled,2,Sri Lanka,Colombo (RPS),09-Sep-23,ODI # 4637,Shoriful Islam
0.181818182,0.181818182,5.363636364,0.813559322,9.727272727,1,6,10,0,0,10,10,caught,1,New Zealand,Mirpur,26-Sep-23,ODI # 4655,Shoriful Islam
0.166666667,0.166666667,5.75,0.710144928,9.416666667,12,17,14,2,0,85.71,10,bowled,2,England,Dharamsala,10-Oct-23,ODI # 4664,Shoriful Islam
0.153846154,0.307692308,6.384615385,0.734939759,10,2,9,3,0,0,66.66,11,not out,1,New Zealand,Chennai,13-Oct-23,ODI # 4668,Shoriful Islam
0.142857143,0.285714286,6.142857143,0.73255814,9.928571429,7,2,3,0,1,233.33,10,not out,1,India,Pune,19-Oct-23,ODI # 4674,Shoriful Islam
0.2,0.266666667,5.933333333,0.786516854,9.4,6,4,4,1,0,150,11,not out,2,South Africa,Wankhede,24-Oct-23,ODI # 4680,Shoriful Islam
0.1875,0.3125,5.8125,0.817204301,9.0625,0,1,0,0,0,-,11,not out,2,Netherlands,Eden Gardens,28-Oct-23,ODI # 4685,Shoriful Islam
0.176470588,0.294117647,5.470588235,0.817204301,8.588235294,1,8,4,0,0,25,11,not out,1,Pakistan,Eden Gardens,31-Oct-23,ODI # 4688,Shoriful Islam
0,0,0,0,0,14,14,8,1,1,175,10,not out,1,India,Colombo (RPS),15-Sep-23,ODI # 4645,Tanzim Hasan Sakib
1,1,8,1.75,14,5,6,6,1,0,83.33,9,not out,2,Sri Lanka,Delhi,06-Nov-23,ODI # 4695,Tanzim Hasan Sakib
0,0,0,0,0,0,13,2,0,0,0,10,not out,2,India,Mirpur,17-Jun-14,ODI # 3498,Taskin Ahmed
0,0,2,0,13,0,1,0,0,0,-,10,not out,1,West Indies,St George's,20-Aug-14,ODI # 3509,Taskin Ahmed
0,0,1,0,7,1,5,3,0,0,33.33,11,bowled,1,Afghanistan,Canberra,18-Feb-15,ODI # 3605,Taskin Ahmed
0,0,1.666666667,0.2,6.333333333,0,1,1,0,0,0,11,lbw,2,Sri Lanka,Melbourne,26-Feb-15,ODI # 3615,Taskin Ahmed
0,0,1.5,0.166666667,5,0,1,0,0,0,-,11,not out,2,India,Melbourne,19-Mar-15,ODI # 3641,Taskin Ahmed
0,0,1.2,0.166666667,4.2,2,10,5,0,0,40,10,caught,1,India,Mirpur,18-Jun-15,ODI # 3658,Taskin Ahmed
0,0,1.833333333,0.272727273,5.166666667,2,3,2,0,0,100,10,bowled,1,Afghanistan,Mirpur,25-Sep-16,ODI # 3781,Taskin Ahmed
0,0,1.857142857,0.384615385,4.857142857,0,1,1,0,0,0,10,lbw,1,Afghanistan,Mirpur,28-Sep-16,ODI # 3783,Taskin Ahmed
0,0,1.75,0.357142857,4.375,1,8,4,0,0,25,11,caught,2,England,Mirpur,07-Oct-16,ODI # 3791,Taskin Ahmed
0,0,2,0.333333333,4.777777778,2,11,11,0,0,18.18,10,caught,2,New Zealand,Christchurch,26-Dec-16,ODI # 3814,Taskin Ahmed
0,0,2.9,0.275862069,5.4,0,-,4,0,0,0,10,stumped,2,New Zealand,Nelson,29-Dec-16,ODI # 3815,Taskin Ahmed
0,0,3,0.242424242,5.4,4,19,13,0,0,30.76,10,not out,1,New Zealand,Nelson,31-Dec-16,ODI # 3816,Taskin Ahmed
0,0,3.833333333,0.260869565,6.533333333,14,-,27,1,0,51.85,10,caught,2,Sri Lanka,Colombo (SSC),01-Apr-17,ODI # 3858,Taskin Ahmed
0,0.076923077,5.615384615,0.356164384,6.533333333,10,23,14,1,0,71.42,9,not out,1,India,Birmingham,15-Jun-17,ODI # 3891,Taskin Ahmed
0,0.142857143,6.214285714,0.413793103,7.70952381,3,18,6,0,0,50,10,not out,2,South Africa,Paarl,18-Oct-17,ODI # 3925,Taskin Ahmed
0,0.133333333,6.2,0.419354839,8.395555556,2,-,6,0,0,33.33,10,caught,2,South Africa,East London,22-Oct-17,ODI # 3929,Taskin Ahmed
0,0.125,6.1875,0.414141414,8.395555556,10,48,32,1,0,31.25,9,caught,1,New Zealand,Dunedin,20-Mar-21,ODI # 4279,Taskin Ahmed
0,0.176470588,7.705882353,0.389312977,10.72522876,9,30,24,2,0,37.5,9,caught,2,New Zealand,Wellington,26-Mar-21,ODI # 4282,Taskin Ahmed
0,0.277777778,8.611111111,0.387096774,11.79604938,sub,-,-,-,-,-,-,-,1,Sri Lanka,Mirpur,25-May-21,ODI # 4291,Taskin Ahmed
0,0.277777778,8.611111111,0.387096774,11.79604938,0,3,2,0,0,0,9,bowled,2,Sri Lanka,Mirpur,28-May-21,ODI # 4292,Taskin Ahmed
0,0.263888889,8.280555556,0.382165605,11.35624691,1,2,1,0,0,100,10,run out,1,Zimbabwe,Harare,16-Jul-21,ODI # 4304,Taskin Ahmed
0,0.251322751,7.933862434,0.386075949,10.91071135,0,5,6,0,0,0,9,lbw,1,Afghanistan,Chattogram,28-Feb-22,ODI # 4359,Taskin Ahmed
0,0.23989899,7.845959596,0.37195122,10.64204265,7,11,5,1,0,140,9,not out,1,South Africa,Centurion,18-Mar-22,ODI # 4370,Taskin Ahmed
0,0.27294686,7.722222222,0.402366864,10.65760601,9,22,12,0,0,75,9,not out,1,South Africa,Johannesburg,20-Mar-22,ODI # 4372,Taskin Ahmed
0,0.261574074,7.900462963,0.425414365,11.13020576,1,12,2,0,0,50,8,lbw,1,Zimbabwe,Harare,07-Aug-22,ODI # 4442,Taskin Ahmed
0,0.251111111,7.664444444,0.426229508,11.16499753,17,33,16,0,2,106.25,9,not out,2,India,Chattogram,10-Dec-22,ODI # 4499,Taskin Ahmed
0.076923077,0.241452991,7.985042735,0.477386935,12.00480532,14,32,18,1,1,77.77,9,caught,1,England,Mirpur,01-Mar-23,ODI # 4525,Taskin Ahmed
0.111111111,0.269547325,8.355967078,0.502304147,12.74536808,21,28,21,4,0,100,9,run out,2,England,Mirpur,03-Mar-23,ODI # 4528,Taskin Ahmed
0.107142857,0.402777778,8.807539683,0.546218487,13.29017637,11,9,7,0,1,157.14,8,caught,1,Ireland,Sylhet,18-Mar-23,ODI # 4539,Taskin Ahmed
